Distributor Name,Medicine Name,State,District,City,Address,Contact Number,Verified,Additional Notes,Created Time,Updated Time
BHAGIRATH DISTRIBUTORS ( AURANGABAD,Remdesivir,Maharashtra,,,"SHOP NO 8/9/10, SURANA APTBARUDGAR
NALAAURANGPURAAURANGABAD,AURANGPURA,431001",,,,,
BORA AGENCIES (CHQ),Remdesivir,Maharashtra,,,"""""""AJAY BULDING""""""3340, BURUD
LANEAHMEDNAGARMAHARASHTRA,AHMEDNAGAR,414001",,,,,
BHAGIRATH AGENCY(CHQ),Remdesivir,Maharashtra,,,"SHOP NO 1 AND 2, WING NO 6,CHATRAPATI SHIVAJI MAHARAJ SANKUL,DAWA
BAZAR, JALNA,JALNA,431203",,,,,
BRAHMHGIRI ENTERPRISES (CHQ),Remdesivir,Maharashtra,,,"SHRIRAM CHHAYA,10 KAPSE LANEMALEGAONDIST NASIK,MALEGAON,423203",,,,,
BHARAT AGENCIES (LATUR)(CHQ),Remdesivir,Maharashtra,,,"SHOP NO 1 , H NO R 6/266MASJID ROAD, SALLE GALLI ROADBELOW
SANGAMESHWAR HOSTELLATUR,LATUR,413512",,,,,
BALDAWA ENTERPRISES (CHQ),Remdesivir,Maharashtra,,,"SHOP NO F-7-12, 1ST FLOORDAMANI COMPLEX,DATTA
CHOWKSOLAPUR,SOLAPUR,413007",,,,,
BAFNA MEDICO,Remdesivir,Maharashtra,,,"S.NO 135, PLOT NO. 1,2,3 AND S.NO 136 PLOT NO.1GUNJALWADI, TALUKA
SANGAMNER,SANGAMNERDIST AHMADNAGAR,SANGAMNER,422605",,,,,
BALAJI AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO. 12,13,16 &17, DAWA BAZARPLOT NO. 9, SHRAWAGI PLOT,HOLICROSS
CONVENT ROAD,AKOLA,AKOLA,444001",,,,,
BHAKTI CORPORATION,Remdesivir,Gujarat,,,"19, GAJJAR CHAMBERSDETROJ RDKADI - 382 175(B.K. TO. S S C),KADI,382175",,,,,
B M PHARMA,Remdesivir,Gujarat,,,"A/65, 1ST. FLOORKILACHAND SHOPPING CENTERPATAN-384 265,PATAN,384265",,,,,
BELA DRUG CENTRE,Remdesivir,Gujarat,,,"BASEMENT , NATRAJ COMPLEX,OPP, L.G. HOSPITAL,
MANINAGAR,AHMEDABADPH-079 25465389,25462935,AHMEDABAD,380008",,,,,
BRITISH MEDIDEALS,Remdesivir,Delhi,,,"B-46, LAWRENCE ROAD,INDUSTRIAL AREADELHI.,DELHI,110035",,,,,
BANSAL ENTERPRISERS,Remdesivir,Odisha (Orissa),,,"OPP:UNION BANKMARWARIPARAJHARSUGUDA.,JHARSUGUDA,768201",,,,,
BALAJI MEDICAL CORPORATION,Remdesivir,Andhra Pradesh,,,"9-10-51A, D.S BUILDINGSNAAZ CENTREGUNTUR 522 001,GUNTUR,522001",,,,,
VAMAN PHARMA Pvt LTD DIRECT SUPPL,Remdesivir,Karnataka,,,"No. 152/16, Ground & First Floor,Dorasanipalya, Bilekahalli Village,Begur Hobli,Off
Bannerghatta Road,Opp to IIM,Bangalore 560 076.,BANGALORE,560076",,,,,
VAMAN PHARMA Pvt... LTD BIJAPUR,Remdesivir,Karnataka,,,"PLOT NO.SPL-9,1ST FLOORM.T SAGAR , INDUSTRAIL AREAGOKUL
ROAD,HUBLI,580030",,,,,
C.T.DISTRIBUTORS,Remdesivir,Maharashtra,,,"OFFICE NO 1, GROUND FLOOR858/859, SADASHIV PETHNEAR DNYAN
PRABODHINIPUNE,PUNE,411030",,,,,
CHANDAN PHARMACEUTTICAL (PUNE),Remdesivir,Maharashtra,,,"GR. FLOOR SHOP,SR.NO.32/1,PLOT NO.8BEHIND MEHENDALE
GARAGEERANDAVANEKothrudPUNE,PUNE,411004",,,,,
CHANDA AGENCIES,Remdesivir,Maharashtra,,,"12-13 , DAWA BAZARMAHAVIR PLAZARALLIES
PLOTAMRAWATI,AMRAVATI,444601",,,,,
M/S CHOUDHARY & CO,Remdesivir,Maharashtra,,,"SHOP NO 9 / 10 / 11SANJIVANI SANKUL,GOLE COMPLEX,GOLE
COLONY,X,NASHIK,422002",,,,,
CHANDRAMAULI AGENCIES,Remdesivir,Gujarat,,,"G-1, SUKHSHANTI COMPLEX,KALANALA.BHAVNAGAR (
GUJARAT),BHAVNAGAR,364001",,,,,
CENTRAL MEDICAL AGENCIES,Remdesivir,Haryana,,,"6, DRUG STREET,CITY THANA ROADHISAR,HISAR,125001",,,,,
DUGGAD MEDICAL AGENCIES(UJN),Remdesivir,Madhya Pradesh,,,"23, 24, 25, DAWA BAZAR,MADHAV CLUB ROAD,FREEGANJ,UJJAIN
(M.P.),UJJAIN,456006",,,,,
DHRUVI PHARMA PVT LTD (IND),Remdesivir,Madhya Pradesh,,,"Shop No/Plot No.:Plot No. 160-161Pu 4,Sch No. 54,Ab Road,Indore,INDORE (M
P),INDORE,452010",,,,,
DOSHI ABHAY KUMAR CHAGANALAL,Remdesivir,Maharashtra,,,"WHOLE SALE CHEMIST & DRUGGISTWARD NO. 6 GHAR NO.311STATION ROAD,
P.B.NO 79, BARAMATIDIST PUNE,BARAMATI,413102",,,,,
DWARAKA DISTRIBUTORS (CHQ),Remdesivir,Maharashtra,,,"SHOP NO. 1, H NO. 2-11-28/25 , PLOT NO. 117BEHIND MARATHWADA
HOSPITALBROBAN AREA, VAZIRABAI, NANDEDX,NANDED,431601",,,,,
DHANWANTARI MEDICAL AGENCIES,Remdesivir,Maharashtra,,,"TPS 11, FINAL PLOT NO :253,OPPOSITE OF VARAD OFFSET,NR. R. R.
VIDHYALAYAJALGAON,JALGAON,425001",,,,,
DAGDIYA DISTRUBUTORS,Remdesivir,Maharashtra,,,"PLOT NO. 74, SHEETNO.36 ,INFRONT OF COURT, CIVIL
LINESWASHIM,WASHIM,444505",,,,,
DHRUVI PHARMA PVT. LTD.,Remdesivir,Gujarat,,,"KTC HOUSE,SHAYONA SILVER ESTATE PART -2S G ROAD, GOTANEAR
LAMBADA BESIDE AUDA WATER TANKBH SILVER OAK",,,,,
DEEP DISTRIBUTORS,Remdesivir,Gujarat,,,"POST BOX NO. 51 , NEHRU STREETVAPI,VAPI,396191",,,,,
DESAI MEDICAL STORE,Remdesivir,Gujarat,,,"SHOP NO.26GROUND FLRMARUTI NANDAN COMPLEXMANDAL Rd.
VIRAMGAMVIRAMGAM,VIRAMGAM,382125",,,,,
D.N.ASSOCIATES,Remdesivir,Uttar Pradesh,,,"SUGNAMAL MARKET,1ST FLOORSHOP NO.839, AMINABAD ,
LUCKNOWLUCKNOW,LUCKNOW,226018",,,,,
DEEPALI DRUG DISTRIBUTORS,Remdesivir,Maharashtra,,,"HOUSE NO.412,GROUND & 1ST FLOOR,PLOT NO.5, KAMATGHAR,BABA RAMDEV
MANDIR, KANERIBHIWANDI,BHIWANDI,421302",,,,,
E C AGENCIES,Remdesivir,Goa,,,"SHOP No. 12, BLDG. A,DATTA GIRI APTS.,VARDE VALAULIKAR ROAD, MARGAO,
SALCETTE,,MARGAO,403601",,,,,
ARIHANT FINE PHARMA AGENCY,Remdesivir,Gujarat,,,"MISTRY BUILDINGM.G.ROAD,BILIMORA,BILIMORA,396321",,,,,
GUJARAT MEDICINES,Remdesivir,Gujarat,,,"F-48 TIRUPATI MARKETNEAR BUS STAND,SIDDHPUR,SIDDPUR,384151",,,,,
GANESH MEDICAL DISTRIBUTORS(CHQ),Remdesivir,Maharashtra,,,"MILKAT NO 1394 SHANTAI BUILDINGKEDGAON STATION, TAL DAUNDDIST
PUNEX,KEDGAON,412203",,,,,
GURUKRUPA MEDICAL AGENCY,Remdesivir,Gujarat,,,"Y.K PALACE ,LUHARPOLEMACHALLIPITHSHAHPORESURAT,SURAT,395003",,,,,
AUROBINDO DRUGS (GNT),Remdesivir,Andhra Pradesh,,,"D.NO:8-72, BLOCK-IIPRASAD PLAZA,KAMAIAHTHOPU CENTER,M.G.
ROADVIJAYAWADA,VIJAYAWADA,520007",,,,,
GOPI MEDICAL STORES(IND),Remdesivir,Madhya Pradesh,,,"97, L G DAWA BAZARR N T MARGINDOREINDORE (M.P.),INDORE,452001",,,,,
GOUD PHARMA DHAR,Remdesivir,Madhya Pradesh,,,"18, SHIVAJI MARGDHAN MANDIDHARDHAR (M.P.),DHAR,454001",,,,,
GREAT INDIA PHARMACEUTICALS,Remdesivir,Maharashtra,,,"SHOP NO 38 - 39, GROUND FLOOR,SR. NO 244A-2, 244A-3, 244-7CST NO 4533,
DAWA BAZAAR,CHINCHAWAD STATION, CHINDCHAWAD,PIMPRI,411019",,,,,
GEETA MEDICAL AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO 112,13,14MAHAVIR PLAZAAMRAWATI,AMRAVATI,444601",,,,,
M/S GAJANAN ENTERPRISES,Remdesivir,Maharashtra,,,"HOUSE NO 2-10-274, GROUND FLOORSHOP NO-1, SAHYOG NAGAR,NEAR
GANAPATI MANDIR,TALUKA BEED,BEED,431122",,,,,
GOYAL AGENCIES,Remdesivir,Maharashtra,,,"GOYAL TALKIES SQUARE,KAMPTEEDIST NAGPUR,KAMPTEE,441002",,,,,
GAUTAM ENTERPRISES,Remdesivir,Delhi,,,"WZ-69B, MUKHERJEE PARKTILAK NAGARNEW DELHINEW DELHI,DELHI,110018",,,,,
GANDHI MEDICAL HALL,Remdesivir,Haryana,,,"KACCHA BERI ROAD,ROHTAK,ROHTAK,124001",,,,,
GURU NANAK MEDICOS (P) LTD.,Remdesivir,Chandigarh,,,"S.C.O.,290SECTOR 35 - DCHANDIGARH,CHANDIGARH,160022",,,,,
GYANDEEP ENTERPRISES,Remdesivir,Haryana,,,"PHARMACEUTICALS DISTRIBUTORS562,GOPI COLONY,OLD
FARIDABAD,FARIDABAD,121002",,,,,
G P SALES RANCHI,Remdesivir,Jharkhand,,,"39 SHRADHNAND ROADRANCHIRANCHIJHARKHAND,RANCHI,834001",,,,,
H V SHAH,Remdesivir,Maharashtra,,,"JUNA BAZARAHMEDNAGAR 414 001(VM ),AHMEDNAGAR,414001",,,,,
VAMAN PHARMA Pvt... LTD HUBLI,Remdesivir,Karnataka,,,"PLOT NO.SPL-9,1ST FLOORM.T SAGAR , INDUSTRAIL AREAGOKUL
Rd..,HUBLI,580030",,,,,
JAIN MEDICAL AGENCIES(MND),Remdesivir,Madhya Pradesh,,,"6-7, GANEDIWAL DHARMSHALAGANDHI CHAURAHAMANDSAURMANDSAUR
(M.P.),MANDSAUR,458001",,,,,
JAIN MEDICAL STORES RAIPUR,Remdesivir,Chhattisgarh,,,"28,29 NEW MEDICAL COMPLEXRAJBANDHA MAIDANRAIPUR,RAIPUR,492001",,,,,
JANATA MEDICAL STORES,Remdesivir,Maharashtra,,,"PHARMACUITICAL DISTRIBUTORS""""""SWAPNAPURI"""" SANGRAM
NAGAR""MALSHIRAJ ROAD AKLUJDIST SOLAPUR,AKLUJ,413101",,,,,
J.JASWANTLAL & BROTHERS,Remdesivir,Maharashtra,,,"SHOP NO. 13,14,25,26,113,114,213SANDESH DAWA BAZAR, NEAR HAJ
HOUSEGANJIPETH, NAGPUR,NAGPUR,440002",,,,,
JAIN DISTRIBUTORS (WAI)(CHQ),Remdesivir,Maharashtra,,,"2410/A/5A/2 FLAT NO 41ST FLOORSONGIRWADI, WAIDIST SATARA,WAI,412803",,,,,
JAY DISTRIBUTORS,Remdesivir,Gujarat,,,"JAIN STREETVAPI,VAPI,393191",,,,,
JOSHI BROTHERS,Remdesivir,Gujarat,,,"PROPERTY NO. 12/1702ND FLOOR,HEALTH POINT COMPLEXBEHIND MEHTA
PETROL PUMPGIRDHARNAGAR,HIMATNAGAR,383001",,,,,
KAMAL DISTRIBUTORS Pvt LTD,Remdesivir,Maharashtra,,,"Office 1 & 2,on 1st & 2nd floor, PlPanvel Industrial Co Operative
Estate,PANVEL,410206",,,,,
KRISHNA MEDICAL AGENCIES,Remdesivir,Gujarat,,,"A/2,CHANDRAVILA APPARTMENTSNR. DR. BHAKKAS CLINIC,VANKI
BORDI,SAIYEDPURA,SURAT,SURAT,395003",,,,,
KAVITA MEDICAL STORES(DWS),Remdesivir,Madhya Pradesh,,,"249 M.G. RoadDEWASDEWASDEWAS (M.P.),DEWAS,455001",,,,,
KAMAL AGENCIES BHOPAL,Remdesivir,Madhya Pradesh,,,"6/A, REHMAT MARKETNEAR GHORA NIKKASBUS STAND, BHOPALBHOPAL
(M.P.),BHOPAL,462001",,,,,
KOTALWAR AGENCIES,Remdesivir,Maharashtra,,,"ARYA SAMAJ SHOPPING COMPLEXSHOP NO 1,2 NEAR GANDHI MARKETLATUR
413 512,LATUR,413512",,,,,
KUNDAN AGENCY,Remdesivir,Maharashtra,,,"SITARAM COMPLEXPUNE MUMBAI ROADCHINCHWAD STATION PUNE
19(SSS),CHINCHWAD,411019",,,,,
KARWA PHARMACEUTICALS (CHQ),Remdesivir,Maharashtra,,,"NEAR UDYOG TOWER,SIGNAL CAMPLATURLATUR,LATUR,413512",,,,,
KOTHARI AGENCIES,Remdesivir,Maharashtra,,,"PROP NO 928, SURVEY NO 109 ATEJAS PALACE, BHIGWAN ROAD,A/P JALOCHI,
TAL BARAMATIDIST PUNE (SSS),BARAMATI,413102",,,,,
KANNU BROTHERS,Remdesivir,Maharashtra,,,"67-69, G.M.MARKETGANDHI BAGHNAGPUR,NAGPUR,440002",,,,,
K RAJ & CO.,Remdesivir,Gujarat,,,"12/1148, 1ST FLOORRAZAK BAND LANE,DAR-E-ELAAF,LUHAR
POLE,SHAHPORE,,SURAT,395003",,,,,
K.B. SHAH & CO.,Remdesivir,Gujarat,,,"K.B. HOUSE, OPP. ANUPAM CINEMA,KHOKHARAAHMEDABADMOB 9824011525,
9824041070,,AHMEDABAD,380001",,,,,
KOTECHA ENTERPRISE,Remdesivir,Gujarat,,,"DHANRAJ,DR. RADHAKRISHNA ROAD,RAJKOTRAJKOT,RAJKOT,360001",,,,,
K. CHIMANLAL & CO,Remdesivir,Gujarat,,,"G/15,NEW MADHUPURA MARKETNR, POLICE COMMISSIONER
OFFICESHAHIBAUGAHMEDABAD,AHMEDABAD,380004",,,,,
KUL ENTERPRISES(RPR),Remdesivir,Punjab,,,"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGE
PABHARTZIRAKPUR,ZIRAKPUR,140603",,,,,
KUL ENTERPRISES(LDH),Remdesivir,Punjab,,,"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGE
PABHARTZIRAKPUR,ZIRAKPUR,140603",,,,,
KUL ENTERPRISES (PTL),Remdesivir,Punjab,,,"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGE
PABHARTZIRAKPUR,ZIRAKPUR,140603",,,,,
KUL ENTERPRISES (ASR),Remdesivir,Punjab,,,"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGE
PABHARTZIRAKPUR,ZIRAKPUR,140603",,,,,
KUMAR MEDICOSE,Remdesivir,Chhattisgarh,,,"SHOP.NO.1- OLD MEDICAL COMPLEX,G.E.ROAD,RAIPUR,RAIPUR,492001",,,,,
KRANTHI MEDICAL AGENCIES,Remdesivir,Andhra Pradesh,,,"OLD GOVT HOSPITAL ROAD,BEHIND AMBETHKAR
STATUEONGOLE,ONGOLE,523001",,,,,
KURIALACHERIL PHARMACEUTICALS,Remdesivir,Kerala,,,"XXVI/364NEAR TMM HOSPITALTHIRUVALLA (PATHANAMTHITTA)0469
260720,THIRUVALLA,689101",,,,,
K. K. PHARMA,Remdesivir,Maharashtra,,,"SHOP NO 4 STORAGE NO 3,4BUSINESS POINT,PALIRAM RDANDHERI
WESTMUMBAI,ANDHERI WEST,400058",,,,,
LAXMI ENTERPRISES,Remdesivir,Maharashtra,,,"F24 TO F27,ZOJWALA SHOPPING CENTRE,NEXT TO LOHANA MAHAJAN
WADI,AGRA ROAD, KALYAN (WEST)KDMC LBT TIN C 12000537,KALYAN,421301",,,,,
LAXMI MEDICAL AGENCY,Remdesivir,Chhattisgarh,,,"42-44, MEDICAL COMPLEXG.E. RDRAIPUR,RAIPUR,492001",,,,,
LIFE LINE MEDICAL AGENCY,Remdesivir,Dadra & Nagar Haveli & Daman & Diu,,,"4, CITY CENTEROPP. UNION BANK OF INDIASILVASSA,SILVASSA,396230",,,,,
LUCKY PHARMACEUTICALS PVT. LTD.,Remdesivir,Delhi,,,"BASEMENT PLOT NO - F 26/3,OKHLA PHASE - IINEW DELHINEW
DELHI,DELHI,110020",,,,,
LOVELY MEDICAL AGENCY,Remdesivir,Haryana,,,"CENTRAL BANK STREET,G.T.ROAD, FATEHABAD,FATEHABAD,125050",,,,,
MAHESH PHARMACY,Remdesivir,Maharashtra,,,"Shop No 1 Ground Floor,Ghrushneshwar Housing Society,Property Number G0003385,
4 8 38 47Gulmandi,AURANGABAD,431001",,,,,
MANISH AGENCIES,Remdesivir,Maharashtra,,,"Ratan, Shop No :- 1CST No 5451 Dalalwadi Main Road,Malmatta NO D0008084Ground
Floor 1st Floor 2nd Flr,Aurangabad,431001",,,,,
MEDICAL AND GENERAL TRADERS(JABALPU,Remdesivir,Madhya Pradesh,,,"SHREEDHAR , 3 MEDICINE COMPLEXMODEL ROAD, NAPIER
TOWNJABALPURJABALPUR (M.P.),JABALPUR,482002",,,,,
MELARAM & BROTHERS,Remdesivir,Chhattisgarh,,,"BUS STAND ROADBILASPUR,BUS STAND ROAD BILASPUR,495001",,,,,
SHREE MANJUSHREE PHARMA(CHQ),Remdesivir,Maharashtra,,,"PANDE CHOWK , 1ST FLOORC/O DIVYA RATNA BUILDINGBARSHI
413401BARSHI,BARSHI,413401",,,,,
M/S N B VORA & SONS,Remdesivir,Maharashtra,,,"3/4 GROUND FLOORSHRAWGI PLOTDAWA BAZAR AKOLAAKOLA,AKOLA,444001",,,,,
METRO MEDICAL AGENCIES,Remdesivir,Maharashtra,,,"S. NO.62,63,64,65, 1 ST FLOORSANDESH DAWA BAZAR,NEAR HAJ
HOUSEGANJIPETH, NAGPUR,NAGPUR,440018",,,,,
MAHADEV AGENCIES (NASIK),Remdesivir,Maharashtra,,,"1/2 1ST FLOOR, GOLE COMPLEXGOLE COLONY,DAVA
BAZARNASIK,NASHIK,422002",,,,,
MAHARAJA AGENCIES,Remdesivir,Gujarat,,,"18,BAHUBALI COMPLEXB/H PILL GARDEN,BHAVNAGARTELE-0278-26017F-
24,BHAVNAGAR,364001",,,,,
JASMINE CORPORATION,Remdesivir,Gujarat,,,"JASMINE CORPORATION10,SAMARTH RAMAJI DHARMASHALA1 ST FLOOR,
STATION ROAD,HIMATNAGAR,HIMATNAGAR,383001",,,,,
LAXMI PHARMA,Remdesivir,Rajasthan,,,"MEDICINE MARKET,OPP. M.G.HOSPITALJODHPUR,JODHPUR,342001",,,,,
MODI DISTRIBUTORS,Remdesivir,Rajasthan,,,"20,PARHSAWANATH DAWA BAZAR,HAZARESHWAR
COLONY,UDAIPUR,UDAIPUR,313001",,,,,
"NAINANI MEDICO,",Remdesivir,Rajasthan,,,"RAMPURA,KOTA,KOTA,324006",,,,,
INDIAN DRUG DISTRIBUTORS,Remdesivir,Rajasthan,,,"128-129, SHRINATH PLAZAHOSPITAL RDUDAIPUR,UDAIPUR,313001",,,,,
DHRUVI PHARMA PVT LTD.,Remdesivir,Rajasthan,,,"B-12 GROUND FLOOR & FIRST FLOORSUDERSHANPURA INDUSTRIAL AREA,22
GODAM, JAIPUR,JAIPUR,302006",,,,,
MAN SINGH BHAGWAN SINGH,Remdesivir,Punjab,,,"PINDI STREETLUDHIANA,LUDHIANA,141008",,,,,
MEDIWAYS VACCINE COMPANY (LOC),Remdesivir,Uttar Pradesh,,,"41, 41A,GROUND & FIRST FLRRAMANUJ DAYAL NAI BASTIOPP MMG
HOSPITALGHAZIABAD,GHAZIABAD,201001",,,,,
MODERN PHARMA COMPANY,Remdesivir,Assam,,,"DANISH ROADPANBAZARGUWAHATIASSAM,GUWAHATI,781001",,,,,
MANDAR DISTRIBUTORS,Remdesivir,Maharashtra,,,"16,VISANJI NAGAR,JALGAON 425001,JALGAON,425001",,,,,
MAHAVIR AGENCIES,Remdesivir,Maharashtra,,,"MEGHRAJ,SAHAOYOG NAGAR,D.P.ROAD,OPP. SARADA NAGARI
BEEDBEED,BEED,431122",,,,,
MEHER DISTRIBUTORS PVT.LTD. (BYCULL,Remdesivir,Maharashtra,,,"MUSTAFA BAZAR124 VICTORIA ROADBYCULLA ( EAST ),Mumbai,400010",,,,,
MEHER DISTRIBUTORS Pvt LTD C H,Remdesivir,Maharashtra,,,"MUSTAFA BAZAR124 VICTORIA ROADBYCULLA ( EAST ),Mumbai,400010",,,,,
MEHER DISTRIBUTORS PVT LTD ( MW-NH,Remdesivir,Maharashtra,,,"(MUMBAI WESTERN), MAPCHEM127 / VICTORIA ROAD,MUSTAFA BAZAR,
BYCULLA ( EAST )MUMBAI,BYCULLA,400010",,,,,
MEHER DISTRIBUTORS PVT.LTD. ( TC-NH,Remdesivir,Maharashtra,,,"( THANE CENTRAL ), SATISH PHARMA127 / VICTORIA ROAD,MUSTAFA BAZAR,
BYCULLA ( EAST )MUMBAI,BYCULLA,400010",,,,,
MEDPRO AGENCIES (MADURAI),Remdesivir,Tamil Nadu,,,"NO : 8 , HARVEY NAGAR,TECHNICAL SCHOOL WEST12 TH STREET,
MADURAI,MADURAI,625016",,,,,
MEDPRO AGENCIES PVT LTD,Remdesivir,Tamil Nadu,,,"NO.37-A2,G1,GROUND FLOORASHTHALAKSHMI NAGAR,2ND
STREETALAPAKKAMCHENNAI,CHENNAI,600116",,,,,
NISHANT SALES & SERVICES (PCP),Remdesivir,Maharashtra,,,"1ST&2ND FLOOR, GOYANKA BUILDING,NASUL SHEET NO 64 HOUSE NO.652
1PLOT. NO. 115, RATANLAL PLOT, AKOLA,AKOLA,444005",,,,,
NEETA AGENCIES,Remdesivir,Maharashtra,,,"SHOP NO.41B,41C,42,43,141B,SANDESH DAWA BAZAR,NEAR HAJ
HOUSEGANJIPETH, NAGPUR,NAGPUR,440002",,,,,
NARMADA MEDICAL AGENCY,Remdesivir,Gujarat,,,"FALSHRUTINAGAR,NEAR PLAMLAND HOTEL,STATION
ROAD,BHARUCH,BHARUCH,392001",,,,,
NATIONAL PHARMA DISTRIBUTORS,Remdesivir,Gujarat,,,"EAST WING 3RD FLOOR,J.B.COMPLED OPP.NEW BUS
STANDJUNAGADH,JUNAGADH,362001",,,,,
NAGAMMAI PHARMA DISTRIBUTORS,Remdesivir,Tamil Nadu,,,"NEW NO. 16, OLD NO. 239,THIRUVENKATASAMY ROAD (EAST)NEAR PONNAIH
HOSPITAL,COIMBATORE,COIMBATORE,641001",,,,,
NAYAK AGENCIES,Remdesivir,Maharashtra,,,"4/7/8 AKASHDEEPOPP. RAM BHAVAN, STATION ROAD,BHAYANDER WEST
THANE DISTLBT NO.003/156/2010/11,BHAYANDER WEST,401101",,,,,
OMKAR MEDICAL DISTRIBUTORS PVT LTD,Remdesivir,Tamil Nadu,,,"NO 147 FIRST FLOOR, THIRUPATHI NAGAR , MAIN STREETTHIRUPATHI
NAGARVALASARAVAKKAMN,CHENNAI,600087",,,,,
TRILOK ENTERPRISES,Remdesivir,Maharashtra,,,"C S NO 1250-G-2MAHALAXMI APARTMENT, DR CHATUPHALE MARGA/P
SHRIRAMPURDIST AHMEDNAGAR,AHMEDNAGAR,413709",,,,,
S. PARIKH PHARMA,Remdesivir,Maharashtra,,,"Unit No 6, 1st floor,Dahisar (E)Vardhman Compound,Hitex Embrodary Ind
Estate,DAHISAR (E),400068",,,,,
PATHAK BROTHERS & COMPANY(BPL),Remdesivir,Madhya Pradesh,,,"10 DAWA BAZARJ K BUILDING ,HAMIDIA ROAD, BHOPALBHOPAL
(M.P.),BHOPAL,462001",,,,,
PORWAL MEDICAL(NEM),Remdesivir,Madhya Pradesh,,,"1 VEER PARK ROADNEEMUCHNEEMUCHNEEMUCH (M.P.),NEEMUCH,458441",,,,,
PRASANNA MEDICAL AND GENERAL STORES,Remdesivir,Maharashtra,,,"""""""VIJAYSHRI"""" NEAR BUS STAND""JAMKHED 413 201DIST
AHMEDNAGAR(VM),AHMEDNAGAR,413201",,,,,
PIONEER DISTRIBUTORS,Remdesivir,Maharashtra,,,"133/1 DHANDEEP COMPLEXADJ TO DUBE NIVAS, BANK LANEPARALI
VAIJANATHDIST BEED,PARALI VAIJANATH,431515",,,,,
PRATAP MEDICAL STORES,Remdesivir,Maharashtra,,,"MAIN ROAD, AMGAON 441902DISTT. GONDIA,AMGAON,441902",,,,,
POONAM ENTERPRISES (CHQ),Remdesivir,Maharashtra,,,"FIRST FLOOR, GADRE MANGAL KARYALAYSR.NO.622 13, PLOT NO.081Tal
MAHANAGAR PALIKA 1 TO 61 NASHIKGOLE COLONY, , NASHIK.,NASHIK,422001",,,,,
PUNIT MEDICAL STORES,Remdesivir,Maharashtra,,,"BL. NO. 254,255,256, 2 ND FLOORSANDESH DAWA BAZAR,GANJIPETH,
NAGPUR,NAGPUR,440018",,,,,
PRABHAT MEDICAL STORES,Remdesivir,Maharashtra,,,"SHOP NO 1, FROM SOUTH, GROUND FLOOR + 1ST FLOOR,PR NO Z12017207 S
NO 149, 5, 149, 6,TAJANE MALA, NEW NAGAR RDTAL SANGAMNER,",,,,,
PARIKH MEDICAL AGENCIES,Remdesivir,Gujarat,,,"GROUND FLOORALANKAR CINEMA RDNR. SPINWELL
IND.SURENDRANAGAR,SURENDRANAGAR,363001",,,,,
PHARMAKEM,Remdesivir,Gujarat,,,"SHREEJI COMPLEX,OPP.OLD BUS STATIONJUNAGADH.,JUNAGADH,362001",,,,,
PRAMOD MEDICAL AGENCY,Remdesivir,Chhattisgarh,,,"G.F, 1st & 2nd Floor, Ward No. 12,Sheet No 42, Plot No. 104 2,Bid para , Masta
gali,ANATHALAYA PARISHAR RAIGARH,496001",,,,,
PARAMOUNT MEDICAL AGENCIES,Remdesivir,Andhra Pradesh,,,"30-8-7, BHANU
STREETDABAGARDENSVISAKHAPATNAM,VISAKHAPATNAM,530020",,,,,
PRAKASH MEDICAL CENTRE,Remdesivir,Maharashtra,,,"OPP PUNE RAILWAY STATION,NEXT TO HOTEL SAGARPUNEPUNE,PUNE,411001",,,,,
LAXMI MEDICAL (PUNE),Remdesivir,Maharashtra,,,"S/NO 29 RAMWADINAGAR ROADPUNEX,PUNE,411014",,,,,
RAJENDRA DISTRIBUTORS,Remdesivir,Maharashtra,,,"C S NO 11661/11662/11663/11664/11661ST 2ND 3RD FLR. NEAR OMKAR
HALLBEHIND S T STAND ,SANGLI,SANGLI,416416",,,,,
RAJA MEDICAL STORES,Remdesivir,Maharashtra,,,"BARRACK.NO.978, ROOM NO.4 & 5,OPP SNEAR POST OFFICE STATION
ROAD,ULHASNAGAR, THANE DISTLBT NO 3 23 02 095 2012",,,,,
RATHI MEDICAL AGENCIES,Remdesivir,Chhattisgarh,,,"HIG- C1 & C2HOUSING BOARD COMPLEXOPP. TO NEW BUS STAND,HOUSING
BOARD COMPLEX DUR,491001",,,,,
RAJ MEDICAL AGENCIES (GWL),Remdesivir,Madhya Pradesh,,,"HUZRAT ROAD,LASHKARGWALIORGWALIOR (M.P.),GWALIOR,474001",,,,,
RAM DISTRIBUTORS,Remdesivir,Maharashtra,,,"PROP. NO. 487, NAZUL SHEET NO. 5A PLOT NO. 2FIRST FLOOR, SUVARNA
COMPLEX,WARD NO. 20, NEAR GANPATI MANDIR,,BULDHANA,443001",,,,,
M/S RUDRAKSHA PHARMA,Remdesivir,Maharashtra,,,"Shop No :- 1, Ground Floor, 1st & 2nd FloorHem-Varsha Building,Survey No-
622/6B,665/10 Ghar No-704/0480Near LIC Office, Goley Colony,NASHIK,422002",,,,,
